,Order Date,Ship Mode,Segment,Country,City,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returns,Payment Mode,Year,Month_Number,Month_Name
1220,2019-08-21,Standard Class,Corporate,United States,Los Angeles,California,Technology,Accessories,Logitech Gaming G510s - Keyboard,254.97,3,91.7892,,COD,2019,8,August
1221,2019-08-21,Standard Class,Corporate,United States,Los Angeles,California,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,2,-7.996,,Cards,2019,8,August
1222,2019-08-21,Standard Class,Corporate,United States,Los Angeles,California,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,2887.056,9,180.441,,COD,2019,8,August
1223,2019-08-21,Standard Class,Corporate,United States,Los Angeles,California,Office Supplies,Paper,Xerox 1997,12.96,2,6.2208,,Cards,2019,8,August
1224,2019-08-21,Standard Class,Corporate,United States,Los Angeles,California,Office Supplies,Paper,Xerox 1928,47.52,9,21.384,,COD,2019,8,August
1225,2019-08-21,Second Class,Corporate,United States,Seattle,Washington,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,33.44,10,11.704,,COD,2019,8,August
1226,2019-08-21,Standard Class,Consumer,United States,New York City,New York,Furniture,Chairs,"Leather Task Chair, Black",573.174,7,63.686,,Online,2019,8,August
1227,2019-08-22,Standard Class,Consumer,United States,Columbus,Ohio,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,113.552,2,8.5164,,Online,2019,8,August
1228,2019-08-22,Standard Class,Consumer,United States,Columbus,Ohio,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2,-2.6544,,Cards,2019,8,August
1229,2019-08-22,Standard Class,Consumer,United States,Columbus,Ohio,Office Supplies,Envelopes,Airmail Envelopes,134.288,2,45.3222,,Online,2019,8,August
1230,2019-08-22,Standard Class,Consumer,United States,Houston,Texas,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",4.312,2,-6.8992,,Online,2019,8,August
1231,2019-08-22,Standard Class,Consumer,United States,Gresham,Oregon,Office Supplies,Binders,GBC Imprintable Covers,26.352,8,-18.4464,,Cards,2019,8,August
1232,2019-08-22,Standard Class,Corporate,United States,Seattle,Washington,Office Supplies,Paper,Xerox 202,19.44,3,9.3312,,COD,2019,8,August
1233,2019-08-22,First Class,Home Office,United States,Fort Collins,Colorado,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,98.328,3,9.8328,,COD,2019,8,August
1234,2019-08-22,Standard Class,Corporate,United States,Los Angeles,California,Office Supplies,Art,Newell 346,5.76,2,1.6704,,COD,2019,8,August
1235,2019-08-23,Standard Class,Home Office,United States,Pharr,Texas,Office Supplies,Storage,SAFCO Boltless Steel Shelving,727.296,8,-172.7328,,Online,2019,8,August
1236,2019-08-23,Standard Class,Home Office,United States,Pharr,Texas,Furniture,Furnishings,Flat Face Poster Frame,22.608,3,-10.1736,,COD,2019,8,August
1237,2019-08-23,Standard Class,Home Office,United States,Pharr,Texas,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,666.4,7,-33.32,,COD,2019,8,August
1238,2019-08-23,Standard Class,Consumer,United States,Seattle,Washington,Technology,Machines,Okidata C331dn Printer,837.6,3,62.82,,COD,2019,8,August
1239,2019-08-23,Standard Class,Consumer,United States,Seattle,Washington,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",135.9,5,63.873,,COD,2019,8,August
1240,2019-08-23,Standard Class,Consumer,United States,Seattle,Washington,Office Supplies,Paper,Xerox 1978,34.68,6,16.9932,,Online,2019,8,August
1241,2019-08-23,Standard Class,Consumer,United States,Seattle,Washington,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,532.704,6,-39.9528,,COD,2019,8,August
1242,2019-08-23,Standard Class,Consumer,United States,Seattle,Washington,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,11.206,,Online,2019,8,August
1243,2019-08-23,Standard Class,Consumer,United States,Seattle,Washington,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0.1588,,COD,2019,8,August
1244,2019-08-23,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",21.3,5,8.733,,Online,2019,8,August
1245,2019-08-23,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",1040.8,5,281.016,,COD,2019,8,August
1246,2019-08-23,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Art,Newell 331,29.34,6,7.9218,,COD,2019,8,August
1247,2019-08-23,Standard Class,Home Office,United States,Sheboygan,Wisconsin,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",25.2,4,11.592,,COD,2019,8,August
1248,2019-08-23,Standard Class,Home Office,United States,Sheboygan,Wisconsin,Office Supplies,Labels,Avery 515,37.59,3,17.6673,,COD,2019,8,August
1249,2019-08-23,Standard Class,Home Office,United States,Sheboygan,Wisconsin,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,4.1916,,COD,2019,8,August
1250,2019-08-23,Standard Class,Home Office,United States,Sheboygan,Wisconsin,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,1.98,2,0.891,,COD,2019,8,August
1251,2019-08-26,First Class,Consumer,United States,San Jose,California,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23,3,4.9104,,Online,2019,8,August
1252,2019-08-26,First Class,Consumer,United States,San Jose,California,Office Supplies,Paper,Xerox 1979,154.9,5,69.705,,COD,2019,8,August
1253,2019-08-26,First Class,Corporate,United States,Pasadena,Texas,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,159.984,2,43.9956,,COD,2019,8,August
1254,2019-08-26,First Class,Corporate,United States,Pasadena,Texas,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1024.716,6,-29.2776,,Online,2019,8,August
1255,2019-08-26,Second Class,Consumer,United States,Seattle,Washington,Office Supplies,Paper,Xerox 1931,6.48,1,3.1104,,Online,2019,8,August
1256,2019-08-26,First Class,Corporate,United States,San Diego,California,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,1603.136,4,100.196,,Online,2019,8,August
1257,2019-08-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",5.472,3,1.6416,,Online,2019,8,August
1258,2019-08-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,13.1956,,Online,2019,8,August
1259,2019-08-26,Second Class,Corporate,United States,Los Angeles,California,Office Supplies,Art,Newell Chalk Holder,8.26,2,3.7996,,Online,2019,8,August
1260,2019-08-26,Standard Class,Corporate,United States,New York City,New York,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,33.0,6,8.25,,Online,2019,8,August
1261,2019-08-26,Standard Class,Corporate,United States,New York City,New York,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,249.95,5,87.4825,,Online,2019,8,August
1262,2019-08-26,Standard Class,Home Office,United States,Franklin,Wisconsin,Technology,Accessories,Memorex Micro Travel Drive 16 GB,47.97,3,14.8707,,Online,2019,8,August
1263,2019-08-26,Standard Class,Consumer,United States,Detroit,Michigan,Office Supplies,Paper,Xerox 1950,11.56,2,5.6644,,COD,2019,8,August
1264,2019-08-26,Standard Class,Consumer,United States,Detroit,Michigan,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,58.7916,,Online,2019,8,August
1265,2019-08-26,Standard Class,Consumer,United States,Detroit,Michigan,Furniture,Tables,Hon 4060 Series Tables,447.84,4,98.5248,,Online,2019,8,August
1266,2019-08-26,Standard Class,Consumer,United States,Detroit,Michigan,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,479.97,3,163.1898,,COD,2019,8,August
1267,2019-08-26,Standard Class,Consumer,United States,Detroit,Michigan,Office Supplies,Art,Newell 335,8.64,3,2.5056,,COD,2019,8,August
1268,2019-08-26,Standard Class,Consumer,United States,Athens,Georgia,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,186.54,3,41.0388,,COD,2019,8,August
1269,2019-08-26,Standard Class,Corporate,United States,New York City,New York,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,146.688,8,45.84,,COD,2019,8,August
1270,2019-08-26,First Class,Corporate,United States,Miami,Florida,Office Supplies,Paper,Xerox 1944,31.008,1,11.2404,,COD,2019,8,August
1271,2019-08-27,Standard Class,Consumer,United States,Dallas,Texas,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,5,-10.948,,Online,2019,8,August
1272,2019-08-27,Standard Class,Consumer,United States,Dallas,Texas,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",3.528,1,1.1466,,COD,2019,8,August
1273,2019-08-27,Standard Class,Consumer,United States,Dallas,Texas,Office Supplies,Paper,Xerox 196,4.624,1,1.6762,,Online,2019,8,August
1274,2019-08-27,Standard Class,Consumer,United States,Dallas,Texas,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",55.168,4,6.2064,,COD,2019,8,August
1275,2019-08-27,Second Class,Consumer,United States,Quincy,Massachusetts,Office Supplies,Paper,Xerox 1919,122.97,3,60.2553,,Online,2019,8,August
1276,2019-08-27,Second Class,Consumer,United States,Quincy,Massachusetts,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1,20.967,,Online,2019,8,August
1277,2019-08-27,Second Class,Consumer,United States,Quincy,Massachusetts,Technology,Phones,PureGear Roll-On Screen Protector,59.97,3,28.7856,,Online,2019,8,August
1278,2019-08-27,Second Class,Consumer,United States,Quincy,Massachusetts,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9,36.693,,COD,2019,8,August
1279,2019-08-27,Second Class,Consumer,United States,Quincy,Massachusetts,Office Supplies,Fasteners,Staples,11.68,4,5.256,,Online,2019,8,August
1280,2019-08-27,Second Class,Consumer,United States,Quincy,Massachusetts,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29.0,5,13.92,,Online,2019,8,August
1281,2019-08-27,Second Class,Corporate,United States,Houston,Texas,Office Supplies,Storage,Portfile Personal File Boxes,14.16,1,1.062,,COD,2019,8,August
1282,2019-08-27,Second Class,Corporate,United States,Houston,Texas,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,79.92,5,27.972,,COD,2019,8,August
1283,2019-08-27,Standard Class,Corporate,United States,Hollywood,Florida,Office Supplies,Labels,Avery 484,9.216,4,3.3408,,COD,2019,8,August
1284,2019-08-28,Standard Class,Consumer,United States,Englewood,Colorado,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",15.48,3,5.6115,,Online,2019,8,August
1285,2019-08-28,Standard Class,Consumer,United States,Englewood,Colorado,Technology,Phones,AT&T 17929 Lendline Telephone,108.576,3,8.1432,,COD,2019,8,August
1286,2019-08-28,First Class,Consumer,United States,Dallas,Texas,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",13.14,9,-21.681,,Online,2019,8,August
1287,2019-08-28,First Class,Consumer,United States,Dallas,Texas,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,10.024,4,-16.5396,,Online,2019,8,August
1288,2019-08-28,First Class,Consumer,United States,Dallas,Texas,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",156.3728,2,-52.8908,,COD,2019,8,August
1289,2019-08-28,First Class,Corporate,United States,Cincinnati,Ohio,Office Supplies,Binders,GBC VeloBinder Strips,18.432,8,-12.288,,COD,2019,8,August
1290,2019-08-29,Standard Class,Home Office,United States,Chicago,Illinois,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,64.624,7,22.6184,,COD,2019,8,August
1291,2019-08-29,Standard Class,Home Office,United States,Chicago,Illinois,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3,-10.7973,,COD,2019,8,August
1292,2019-08-29,Standard Class,Home Office,United States,Chicago,Illinois,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.788,3,-3.0396,,Cards,2019,8,August
1293,2019-08-29,Standard Class,Home Office,United States,Concord,New Hampshire,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,27.93,3,8.0997,,Cards,2019,8,August
1294,2019-08-29,Standard Class,Home Office,United States,New York City,New York,Technology,Phones,Samsung Replacement EH64AVFWE Premium Headset,22.0,4,5.5,,Online,2019,8,August
1295,2019-08-29,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",241.92,4,-56.448,,COD,2019,8,August
1296,2019-08-29,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,163.88,4,-81.94,,Cards,2019,8,August
1297,2019-08-29,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,3.486,2,-2.7888,,Online,2019,8,August
1298,2019-08-29,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,Revere Boxed Rubber Bands by Revere,10.584,7,-2.3814,,Online,2019,8,August
1299,2019-08-30,First Class,Consumer,United States,Philadelphia,Pennsylvania,Technology,Phones,Aastra 57i VoIP phone,290.898,3,-67.8762,,COD,2019,8,August
1300,2019-08-30,First Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",54.224,2,3.389,,Cards,2019,8,August
1301,2019-08-30,First Class,Consumer,United States,Philadelphia,Pennsylvania,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,786.744,4,-258.5016,,COD,2019,8,August
1302,2019-08-30,First Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,33.831,,Cards,2019,8,August
1303,2019-08-30,First Class,Consumer,United States,Philadelphia,Pennsylvania,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,37.764,6,-27.6936,,Online,2019,8,August
1304,2019-08-30,Standard Class,Consumer,United States,Los Angeles,California,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",47.04,4,15.9936,,Online,2019,8,August
1305,2019-08-30,Standard Class,Consumer,United States,Los Angeles,California,Technology,Phones,Panasonic KX TS3282W Corded phone,339.96,5,42.495,,Online,2019,8,August
1306,2019-08-31,Standard Class,Consumer,United States,Waco,Texas,Office Supplies,Storage,Super Decoflex Portable Personal File,23.968,2,2.3968,,Cards,2019,8,August
1307,2019-09-01,First Class,Home Office,United States,New York City,New York,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,2.3086,,Cards,2019,9,September
1308,2019-09-01,First Class,Home Office,United States,New York City,New York,Office Supplies,Paper,Xerox 1881,24.56,2,11.5432,,Online,2019,9,September
1309,2019-09-01,First Class,Home Office,United States,New York City,New York,Office Supplies,Binders,Acco Hanging Data Binders,3.048,1,1.0668,,Cards,2019,9,September
1310,2019-09-01,First Class,Home Office,United States,New York City,New York,Office Supplies,Paper,Xerox 1881,49.12,4,23.0864,,COD,2019,9,September
1311,2019-09-01,First Class,Home Office,United States,New York City,New York,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,4355.168,4,1415.4296,,Cards,2019,9,September
1312,2019-09-01,First Class,Corporate,United States,San Francisco,California,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88,2,10.94,,Online,2019,9,September
1313,2019-09-01,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",30.48,6,9.906,,Online,2019,9,September
1314,2019-09-01,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,23.988,2,-4.7976,,Cards,2019,9,September
1315,2019-09-01,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,Office Supplies,Fasteners,Staples,16.688,7,5.4236,,COD,2019,9,September
1316,2019-09-01,Standard Class,Consumer,United States,New York City,New York,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,206.316,,COD,2019,9,September
1317,2019-09-01,Standard Class,Consumer,United States,New York City,New York,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,72.48,2,30.4416,,Cards,2019,9,September
1318,2019-09-01,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Supplies,Acme Value Line Scissors,10.95,3,3.285,,Online,2019,9,September
1319,2019-09-01,Standard Class,Consumer,United States,New York City,New York,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",191.82,3,61.3824,,COD,2019,9,September
1320,2019-09-01,Standard Class,Consumer,United States,Detroit,Michigan,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,24.1,5,11.086,,COD,2019,9,September
1321,2019-09-01,Standard Class,Consumer,United States,Detroit,Michigan,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,8.78,1,2.2828,,COD,2019,9,September
1322,2019-09-01,Standard Class,Consumer,United States,Detroit,Michigan,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",376.74,4,71.162,,Online,2019,9,September
1323,2019-09-01,Standard Class,Consumer,United States,Detroit,Michigan,Office Supplies,Binders,GBC Plastic Binding Combs,29.52,4,14.4648,,Online,2019,9,September
1324,2019-09-01,Standard Class,Consumer,United States,Detroit,Michigan,Office Supplies,Art,Newell 315,11.96,2,2.99,,COD,2019,9,September
1325,2019-09-01,Standard Class,Consumer,United States,Detroit,Michigan,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",26.4,5,12.672,,Online,2019,9,September
1326,2019-09-01,Second Class,Home Office,United States,Huntington Beach,California,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,12.78,1,5.751,,Online,2019,9,September
1327,2019-09-02,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Art,Panasonic KP-150 Electric Pencil Sharpener,75.48,2,19.6248,,Online,2019,9,September
1328,2019-09-02,Standard Class,Consumer,United States,New York City,New York,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,39.98,2,9.995,,COD,2019,9,September
1329,2019-09-02,Same Day,Consumer,United States,Madison,Wisconsin,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.6516,,Online,2019,9,September
1330,2019-09-02,Same Day,Consumer,United States,Madison,Wisconsin,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,3.8822,,Cards,2019,9,September
1331,2019-09-02,First Class,Home Office,United States,San Francisco,California,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",46.53,3,12.0978,,Cards,2019,9,September
1332,2019-09-02,Standard Class,Consumer,United States,Chicago,Illinois,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,29.24,5,9.8685,,COD,2019,9,September
1333,2019-09-02,Standard Class,Consumer,United States,Chicago,Illinois,Office Supplies,Storage,Rogers Deluxe File Chest,35.168,2,-8.3524,,COD,2019,9,September
1334,2019-09-02,Standard Class,Consumer,United States,Chicago,Illinois,Technology,Machines,Okidata C610n Printer,1362.9,3,-19.47,,COD,2019,9,September
1335,2019-09-02,First Class,Home Office,United States,Chicago,Illinois,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84.272,2,-75.8448,,Cards,2019,9,September
1336,2019-09-02,Standard Class,Consumer,United States,Charlotte,North Carolina,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,22.911,7,-17.5651,,Online,2019,9,September
1337,2019-09-02,Standard Class,Consumer,United States,Charlotte,North Carolina,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,309.456,9,34.8138,,COD,2019,9,September
1338,2019-09-02,Standard Class,Consumer,United States,Charlotte,North Carolina,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,3.4048,,COD,2019,9,September
1339,2019-09-02,Standard Class,Consumer,United States,Charlotte,North Carolina,Furniture,Tables,Hon Racetrack Conference Tables,472.518,3,-149.6307,,Cards,2019,9,September
1340,2019-09-02,Standard Class,Consumer,United States,Charlotte,North Carolina,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68,3,303.804,,COD,2019,9,September
1341,2019-09-02,Standard Class,Consumer,United States,Charlotte,North Carolina,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22,5,-12.628,,Cards,2019,9,September
1342,2019-09-02,Standard Class,Consumer,United States,Des Moines,Washington,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,999.98,2,449.991,,Online,2019,9,September
1343,2019-09-02,Second Class,Home Office,United States,Houston,Texas,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",8.608,8,-13.3424,,Cards,2019,9,September
1344,2019-09-02,Second Class,Home Office,United States,Houston,Texas,Technology,Accessories,Logitech MX Performance Wireless Mouse,159.56,5,33.9065,,COD,2019,9,September
1345,2019-09-02,Second Class,Consumer,United States,Des Moines,Washington,Furniture,Chairs,"Global Leather Task Chair, Black",215.976,3,-2.6997,,COD,2019,9,September
1346,2019-09-02,Second Class,Consumer,United States,Des Moines,Washington,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",65.94,3,30.9918,,Cards,2019,9,September
1347,2019-09-02,Standard Class,Consumer,United States,Los Angeles,California,Furniture,Furnishings,Ultra Door Pull Handle,94.68,9,31.2444,,COD,2019,9,September
1348,2019-09-02,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Storage,Akro Stacking Bins,23.67,3,0.9468,,Online,2019,9,September
1349,2019-09-02,Standard Class,Consumer,United States,Los Angeles,California,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,68.198,,Cards,2019,9,September
1350,2019-09-02,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Art,Blackstonian Pencils,18.69,7,5.2332,,Cards,2019,9,September
1351,2019-09-02,Standard Class,Consumer,United States,Los Angeles,California,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,28.4364,,COD,2019,9,September
1352,2019-09-02,Standard Class,Consumer,United States,Los Angeles,California,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.312,1,2.5592,,COD,2019,9,September
1353,2019-09-03,First Class,Home Office,United States,Philadelphia,Pennsylvania,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,1141.47,5,-760.98,,Cards,2019,9,September
1354,2019-09-03,First Class,Home Office,United States,Philadelphia,Pennsylvania,Technology,Phones,Cisco SPA301,280.782,3,-46.797,,COD,2019,9,September
1355,2019-09-03,Standard Class,Home Office,United States,Aurora,Illinois,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",83.952,3,-90.2484,,Online,2019,9,September
1356,2019-09-03,Standard Class,Consumer,United States,Chicago,Illinois,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",8.808,3,-14.9736,,Online,2019,9,September
1357,2019-09-03,First Class,Corporate,United States,Middletown,Connecticut,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,7,22.1536,,Online,2019,9,September
1358,2019-09-03,Standard Class,Consumer,United States,Waukesha,Wisconsin,Office Supplies,Storage,Crate-A-Files,54.5,5,14.17,,Online,2019,9,September
1359,2019-09-03,First Class,Corporate,United States,Monroe,Louisiana,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,87.28,8,41.0216,,Online,2019,9,September
1360,2019-09-03,Second Class,Consumer,United States,Baltimore,Maryland,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",344.94,3,31.0446,,Online,2019,9,September
1361,2019-09-03,Second Class,Consumer,United States,Baltimore,Maryland,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",14.76,2,4.2804,,Cards,2019,9,September
1362,2019-09-03,Second Class,Consumer,United States,Baltimore,Maryland,Office Supplies,Binders,Acco Expandable Hanging Binders,12.76,2,5.8696,,Online,2019,9,September
1363,2019-09-03,Second Class,Consumer,United States,Baltimore,Maryland,Office Supplies,Labels,Avery 486,58.48,8,27.4856,,Online,2019,9,September
1364,2019-09-03,Standard Class,Consumer,United States,Chicago,Illinois,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",198.744,4,0.0,,Online,2019,9,September
1365,2019-09-03,Standard Class,Corporate,United States,Cincinnati,Ohio,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6,11.223,,Cards,2019,9,September
1366,2019-09-04,Standard Class,Consumer,United States,Houston,Texas,Office Supplies,Art,Faber Castell Col-Erase Pencils,3.912,1,1.0269,,Cards,2019,9,September
1367,2019-09-04,Standard Class,Consumer,United States,Houston,Texas,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",62.376,3,7.0173,,COD,2019,9,September
1368,2019-09-04,Standard Class,Consumer,United States,New York City,New York,Furniture,Furnishings,"Howard Miller 16"" Diameter Gallery Wall Clock",63.94,1,24.9366,,Cards,2019,9,September
1369,2019-09-04,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Binders,Plastic Binding Combs,60.6,5,20.4525,,Online,2019,9,September
1370,2019-09-04,Standard Class,Consumer,United States,New York City,New York,Office Supplies,Supplies,Acme Preferred Stainless Steel Scissors,22.72,4,6.5888,,Online,2019,9,September
1371,2019-09-04,Second Class,Consumer,United States,Knoxville,Tennessee,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192,3,4.1148,,Cards,2019,9,September
1372,2019-09-04,Second Class,Consumer,United States,Knoxville,Tennessee,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168,2,8.7168,,Online,2019,9,September
1373,2019-09-04,Second Class,Consumer,United States,Knoxville,Tennessee,Office Supplies,Art,Prismacolor Color Pencil Set,31.744,2,8.3328,,Online,2019,9,September
1374,2019-09-04,Standard Class,Consumer,United States,Georgetown,Kentucky,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,16.614,,Online,2019,9,September
1375,2019-09-04,Standard Class,Consumer,United States,Georgetown,Kentucky,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,54.6912,,Cards,2019,9,September
1376,2019-09-04,Standard Class,Consumer,United States,Georgetown,Kentucky,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,129.92,4,5.1968,,Cards,2019,9,September
1377,2019-09-04,Standard Class,Consumer,United States,Georgetown,Kentucky,Office Supplies,Art,Nontoxic Chalk,5.28,3,2.5344,,Cards,2019,9,September
1378,2019-09-04,Standard Class,Corporate,United States,Woodbury,Minnesota,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",535.41,3,160.623,,Online,2019,9,September
